"StateCode","TableName","Comment","BureauRuleNumber","Status"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetailBuildingPropertyOtherThanGlassBroadCov","Scheduled Building Property Tenants Policy Detail Building Property Other Than Glass Broad Coverage","30.C.5.a Sc BldgProp OTG Broad","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetailBuildingPropertyOtherThanGlassEQCov","Scheduled Building Property Tenants Policy Detail Building Property Other Than Glass Earthquake Coverage","30.C.5.a Sc Bldg Prop OTG EQ","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetailBuildingPropertyOtherThanGlassSpecialCov","Scheduled Building Property Tenants Policy Detail Building Property Other Than Glass Special Coverage","30.C.5.a Sc Bldg Prop OTG Sp","A"
"CW","CommercialPropertySeasonalLeasesMonthlyLimitsOnLossPayment","Business Income - Seasonal Leases Monthly Limits On Loss Payment","51.J BI","A"
"CW","CommercialPropertySeasonalLeasesMonthlyLimitsOnLossPaymentSpclClassBusnIncome","Special Class Business Income - Seasonal Leases Monthly Limits On Loss Payment","51.J SpCl BI","A"
"CW","CommercialPropertySpecialClass","Special Class Common Rating","Special Class Common Rating","A"
"CW","CommercialPropertySpecialClassAgreedValBasicGroupICoverage","Special Class - Agreed Value Coverage COL BGI","38.A SpCl BGI","A"
"CW","CommercialPropertySpecialClassAgreedValBasicGroupIICoverage","Special Class - Agreed Value Coverage COL BGII","38.A SpCl BGII","A"
"CW","CommercialPropertySpecialClassAgreedValBroadCoverage","Special Class - Agreed Value Coverage COL Broad","38.A SpCl Broad","A"
"CW","CommercialPropertySpecialClassAgreedValCoverage","Special Class - Agreed Value Coverage","38.A SpCl","A"
"CW","CommercialPropertySpecialClassAgreedValEarthquakeCoverage","Special Class - Agreed Value Coverage COL EQ","38.A SpCl EQ","A"
"CW","CommercialPropertySpecialClassAgreedValSpecialCoverage","Special Class - Agreed Value Coverage COL Special","38.A SpCl Sp","A"
"CW","CommercialPropertySpecialClassBasicGroupICoverage","Special Class Coverage COL BGI","85 SpCL","A"
"CW","CommercialPropertySpecialClassBasicGroupIICoverage","Special Class Coverage COL BGII","70 SpCL","A"
"CW","CommercialPropertySpecialClassBroadCoverage","Special Class Coverage COL Broad","71 SpCL","A"
"CW","CommercialPropertySpecialClassBusnIncome","Special Class Business Income Common Rating","SpclClassBusnInc Common Rating","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValBasicGroupICoverage","Special Class Business Income - Agreed Value Coverage COL BGI","51.A SpCl BI BGI","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValBasicGroupIICoverage","Special Class Business Income - Agreed Value Coverage COL BGII","51.A SpCl BI BGII","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValBroadCoverage","Special Class Business Income - Agreed Value Coverage COL Broad","51.A SpCl BI Broad","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValCoverage","Special Class Business Income - Agreed Value Coverage","51.A SpCl BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValEarthquakeCoverage","Special Class Business Income - Agreed Value Coverage COL EQ","51.A SpCl BI EQ","A"
"CW","CommercialPropertySpecialClassBusnIncomeAgreedValSpecialCoverage","Special Class Business Income - Agreed Value Coverage COL Special","51.A SpCl BI Sp","A"
"CW","CommercialPropertySpecialClassBusnIncomeBasicGroupICoverage","Special Class Business Income Coverage COL BGI","85 SpCL BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeBasicGroupIICoverage","Special Class Business Income Coverage COL BGII","70 SpCL BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeBroadCoverage","Special Class Business Income Coverage COL Broad","71 SpCL BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeCoverage","Special Class Business Income Coverage","Total SpCl BI Coverage","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverage","Special Class Business Income - Extended Period Of Indemnity Cov","51.D SpCl BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverageBasicGroupICoverage","Special Class Business Income - Extended Period Of Indemnity Cov COL BGI","51.D SpCl BI BGI","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverageBasicGroupIICoverage","Special Class Business Income - Extended Period Of Indemnity Cov COL BGII","51.D SpCl BI BGII","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverageBroadCoverage","Special Class Business Income - Extended Period Of Indemnity Cov COL Broad","51.D SpCl BI Broad","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverageEarthquakeCoverage","Special Class Business Income - Extended Period Of Indemnity Cov COL EQ","51.D SpCl BI EQ","A"
"CW","CommercialPropertySpecialClassBusnIncomeExtendedPeriodOfIndemnityCoverageSpecialCoverage","Special Class Business Income - Extended Period Of Indemnity Cov COL Special","51.D SpCl BI Sp","A"
"CW","CommercialPropertySpecialClassBusnIncomeInterruptionOfComputerOperationsCoverage","Special Class Business Income - Interruption Of Computer Operations Coverage","52.E SpCl BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeSpecialCoverage","Special Class Business Income Coverage COL Special","72 SpCL BI","A"
"CW","CommercialPropertySpecialClassBusnIncomeWatercraftExclusionBuybackCoverage","Special Class Business Income - Watercraft Exclusion Buyback Coverage","74.G.1.b SpCl BI","A"
"CW","CommercialPropertySpecialClassCoverage","Special Class Coverage","Total SpCl Coverage","A"
"CW","CommercialPropertySpecialClassInflationGuardBasicGroupICoverage","Special Class - Inflation Guard Coverage COL BGI","38.G SpCl BGI","A"
"CW","CommercialPropertySpecialClassInflationGuardBasicGroupIICoverage","Special Class - Inflation Guard Coverage COL BGII","38.G SpCl BGII","A"
"CW","CommercialPropertySpecialClassInflationGuardBroadCoverage","Special Class - Inflation Guard Coverage COL Broad","38.G SpCl Broad","A"
"CW","CommercialPropertySpecialClassInflationGuardCoverage","Special Class - Inflation Guard Coverage","38.G SpCl","A"
"CW","CommercialPropertySpecialClassInflationGuardEarthquakeCoverage","Special Class - Inflation Guard Coverage COL EQ","38.G SpCl EQ","A"
"CW","CommercialPropertySpecialClassInflationGuardSpecialCoverage","Special Class - Inflation Guard Coverage COL Special","38.G SpCl Sp","A"
"CW","CommercialPropertySpecialClassLimitationOnLossSettlementBlanketInsuranceMarginClause","Special Class - Limitation On Loss Settlement - Blanket Insurance (Margin Clause)","34.B.6.c SpCl","A"
"CW","CommercialPropertySpecialClassSpecialCoverage","Special Class Coverage COL Special","72 SpCL","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremises","Personal Property - Specified Business Personal Property Temporarily Away From Premises","31.C.12 PrsnlProp","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetail","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail","31.C.12 PrsnlProp Dtl","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetailBasicGroupICov","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail COL BG I","31.C.12 PrsnlProp COL BGI","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetailBasicGroupIICov","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail COL BG II","31.C.12 PrsnlProp COL BGII","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetailBroadCov","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail COL Broad","31.C.12 PrsnlProp COL Broad","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetailEarthquakeCov","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail COL EQ","31.C.12 PrsnlProp COL EQ","A"
"CW","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetailSpecialCov","Personal Property - Specified Business Prsnl Prop Temp Away From Premises Detail COL Special","31.C.12 PrsnlProp COL Sp","A"
"CW","CommercialPropertySpoilageCoverage","Personal Property - Spoilage Coverage","38.T PrsnlProp","A"
"CW","CommercialPropertySprinklerLeakageExclusion","Building - Sprinkler Leakage Exclusion CP 10 56","74.A.2.c Bldg","A"
"CW","CommercialPropertySprinklerLeakageExclusionBusnIncome","Business Income - Sprinkler Leakage Exclusion CP 10 56","74.A.2.c BI","A"
"CW","CommercialPropertySprinklerLeakageExclusionPrsnlProp","Personal Property - Sprinkler Leakage Exclusion CP 10 56","74.A.2.c PrsnlProp","A"
"CW","CommercialPropertyStandardPropertyPolicy","Policy - Standard Property Policy","69 Policy","A"
"CW","CommercialPropertyStatementOfValues","Building - Statement Of Values","38.A.3.b Bldg","A"
"CW","CommercialPropertyStatementOfValuesPrsnlProp","Personal Property - Statement Of Values","38.A.3.b PrsnlProp","A"
"CW","CommercialPropertyStatementOfValuesSpecialClass","Special Class - Statement Of Values","38.A.3.b  SpCl","A"
"CW","CommercialPropertyStorageOrRepairsLimitedLiability","Personal Property - Storage Or Repairs Limited Liability","38.Q.2.d PrsnlProp","A"
"CW","CommercialPropertyStructure","Building Common Rating","Building Common Rating","A"
"CW","CommercialPropertyStructureAgreedValBasicGroupICoverage","Building - Agreed Value Coverage COL BGI","38.A Bldg COL BGI","A"
"CW","CommercialPropertyStructureAgreedValBasicGroupIICoverage","Building - Agreed Value Coverage COL BGII","38.A Bldg COL BGII","A"
"CW","CommercialPropertyStructureAgreedValBroadCoverage","Building - Agreed Value Coverage COL Broad","38.A Bldg COL Broad","A"
"CW","CommercialPropertyStructureAgreedValCoverage","Building - Agreed Value Coverage","38.A Bldg","A"
"CW","CommercialPropertyStructureAgreedValEarthquakeCoverage","Building - Agreed Value Coverage COL EQ","38.A Bldg COL EQ","A"
"CW","CommercialPropertyStructureAgreedValSpecialCoverage","Building - Agreed Value Coverage COL Special","38.A Bldg COL Sp","A"
"CW","CommercialPropertyStructureBldgCoverage","Building Coverage","Total Bldg Coverage","A"
"CW","CommercialPropertyStructureBuildersRiskBuildingMaterialsAndSuppliesOfOthers","Building - Builders Risk Building Materials And Supplies Of Others","27.A.6 Bldg","A"
"CW","CommercialPropertyStructureBuildingBasicGroupICoverage","Building Coverage COL BGI","85 Bldg","A"
"CW","CommercialPropertyStructureBuildingBasicGroupIICoverage","Building Coverage COL BGII","70 Bldg","A"
"CW","CommercialPropertyStructureBuildingBroadCoverage","Building Coverage COL Broad","71 Bldg","A"
"CW","CommercialPropertyStructureBuildingSpecialCoverage","Building Coverage COL Special","72 Bldg","A"
"CW","CommercialPropertyStructureInflationGuardBasicGroupICoverage","Building - Inflation Guard Coverage COL BGI","38.G Bldg BGI","A"
"CW","CommercialPropertyStructureInflationGuardBasicGroupIICoverage","Building - Inflation Guard Coverage COL BGII","38.G Bldg BGII","A"
"CW","CommercialPropertyStructureInflationGuardBroadCoverage","Building - Inflation Guard Coverage COL Broad","38.G Bldg Broad","A"
"CW","CommercialPropertyStructureInflationGuardCoverage","Building - Inflation Guard Coverage","38.G Bldg","A"
"CW","CommercialPropertyStructureInflationGuardEarthquakeCoverage","Building - Inflation Guard Coverage COL EQ","38.G Bldg EQ","A"
"CW","CommercialPropertyStructureInflationGuardSpecialCoverage","Building - Inflation Guard Coverage COL Special","38.G Bldg Sp","A"
"CW","CommercialPropertyStructureLimitationOnLossSettlementBlanketInsuranceMarginClause","Building - Limitation On Loss Settlement - Blanket Insurance (Margin Clause)","34.B.6.c Bldg","A"
"CW","CommercialPropertySupplementalReportOfValues","Supplemental Report Of Values","CP 13 61","A"
"CW","CommercialPropertySuspensionOrReinstatementOfCovForLossCausedByBreakdownOfCertainEquipment","Building - Suspension Or Reinstmt Of Cov For Loss Caused By Breakdown Of Certain Equipmt","78.C.4 Bldg","A"
"CW","CommercialPropertyTentativeRate","Building - Tentative Rate CP 99 93","20.B Bldg","A"
"CW","CommercialPropertyTheftExclusion","Building - Theft Exclusion CP 10 33","72.B.2 Bldg","A"
"CW","CommercialPropertyTheftExclusionBusnIncome","Business Income - Theft Exclusion CP 10 33","72.B.2 BI","A"
"CW","CommercialPropertyTheftExclusionPrsnlProp","Personal Property - Theft Exclusion CP 10 33","72.B.2 PrsnlProp","A"
"CW","CommercialPropertyTheftExclusionSpclClassBusnIncome","Special Class Business Income - Theft Exclusion CP 10 33","72.B.2 SpCl BI","A"
"CW","CommercialPropertyTheftExclusionSpecialClass","Special Class - Theft Exclusion CP 10 33","72.B.2 SpCl","A"
"CW","CommercialPropertyTheftOfBuildingMaterialsAndSuppliesOtherThanBuildersRisk","Building - Theft Of Building Materials And Supplies (Other Than Builders Risk) CP 10 44","74.H Bldg","A"
"CW","CommercialPropertyTobaccoSalesWarehousesCoverageForm","Occupancy - Tobacco Sales Warehouses Coverage Form","68 Occup","A"
"CW","CommercialPropertyTotPremiumCoverage","Total Premium Coverage","TotPremiumCoverage","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicy","Unscheduled Building Property - Tenant's Policy","30.C.5.b - CP1402 - Bldg","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingGlassBasicGroupICov","Uncheduled Building Property Tenants Policy Building Glass Basic Group I Coverage","30.C.5.a Un Bldg Glass BGI","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingGlassBasicGroupIICov","Uncheduled Building Property Tenants Policy Building Glass Basic Group II Coverage","30.C.5.a Un Bldg Glass BGII","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingGlassBroadCov","Uncheduled Building Property Tenants Policy Building Glass Broad Coverage","30.C.5.a Un Bldg Glass Broad","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingGlassEarthquakeCov","Uncheduled Building Property Tenants Policy Building Glass Earthquake Coverage","30.C.5.a Un Bldg Glass EQ","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingGlassSpecialCov","Uncheduled Building Property Tenants Policy Building Glass Special Coverage","30.C.5.a Un Bldg Glass Sp","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingPropertyOtherThanGlassBasicGroupICov","Uncheduled Building Property Tenants Policy Building Property Other Than Glass Basic Group I Coverage","30.C.5.a Un Bldg Prop OTG BGI","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingPropertyOtherThanGlassBasicGroupIICov","Uncheduled Building Property Tenants Policy Building Property Other Than Glass Basic Group II Coverage","30.C.5.a Un Bldg Prop OTG BGII","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingPropertyOtherThanGlassBroadCov","Uncheduled Building Property Tenants Policy Building Property Other Than Glass Broad Coverage","30.C.5.a Un BldgProp OTG Broad","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingPropertyOtherThanGlassEQCov","Uncheduled Building Property Tenants Policy Building Property Other Than Glass Earthquake Coverage","30.C.5.a Un Bldg Prop OTG EQ","A"
"CW","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicyBuildingPropertyOtherThanGlassSpecialCov","Uncheduled Building Property Tenants Policy Building Property Other Than Glass Special Coverage","30.C.5.a Un Bldg Prop OTG Sp","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldg","Building - Utility Services - Direct Damage Premium","38.L Bldg","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetail","Building - Utility Services - Direct Damage Premium Detail","38.L Bldg Dtl","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetailBasicGroupICoverage","Building - Utility Services - Direct Damage Premium COL BGI","38.L Bldg Dtl BGI","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetailBasicGroupIICoverage","Building - Utility Services - Direct Damage Premium COL BGII","38.L Bldg Dtl BGII","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetailBroadCoverage","Building - Utility Services - Direct Damage Premium COL Broad","38.L Bldg Dtl Broad","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetailEarthquakeCoverage","Building - Utility Services - Direct Damage Premium COL EQ","38.L Bldg Dtl EQ","A"
"CW","CommercialPropertyUtilityServicesDirectDamageBldgDetailSpecialCoverage","Building - Utility Services - Direct Damage Premium COL Special","38.L Bldg Dtl Sp","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlProp","Personal Property - Utility Services - Direct Damage","38.L PrsnlProp","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","Personal Property - Utility Services - Direct Damage Detail","38.L PrsnlProp Dtl","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetailBasicGroupICoverage","Personal Property - Utility Services - Direct Damage Detail COL BGI","38.L PrsnlProp BGI","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetailBasicGroupIICoverage","Personal Property - Utility Services - Direct Damage Detail COL BGII","38.L PrsnlProp BGII","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetailBroadCoverage","Personal Property - Utility Services - Direct Damage Detail COL Broad","38.L PrsnlProp Broad","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetailEarthquakeCoverage","Personal Property - Utility Services - Direct Damage Detail COL EQ","38.L PrsnlProp EQ","A"
"CW","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetailSpecialCoverage","Personal Property - Utility Services - Direct Damage Detail COL Special","38.L PrsnlProp Sp","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClass","Special Class - Utility Service - Direct Damage","38.L SpCl","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetail","Special Class - Utility Service - Direct Damage Detail","38.L SpCl Dtl","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetailBasicGroupICoverage","Special Class - Utility Service - Direct Damage Detail COL BGI","38.L SpCl BGI","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetailBasicGroupIICoverage","Special Class - Utility Service - Direct Damage Detail COL BGII","38.L SpCl BGII","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetailBroadCoverage","Special Class - Utility Service - Direct Damage Detail COL Broad","38.L SpCl Broad","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetailEarthquakeCoverage","Special Class - Utility Service - Direct Damage Detail COL EQ","38.L SpCl EQ","A"
"CW","CommercialPropertyUtilityServicesDirectDamageSpecialClassDetailSpecialCoverage","Special Class - Utility Service - Direct Damage Detail COL Special","38.L SpCl Sp","A"
"CW","CommercialPropertyUtilityServicesTimeElement","Business Income - Utility Services - Time Element","54.B BI","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetail","Business Income - Utility Services - Time Element Detail","54.B BI Dtl","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetailBasicGroupICoverage","Business Income - Utility Services - Time Element Detail COL BGI","54.B BI Dtl BGI","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetailBasicGroupIICoverage","Business Income - Utility Services - Time Element Detail COL BGII","54.B BI Dtl BGII","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetailBroadCoverage","Business Income - Utility Services - Time Element Detail COL Broad","54.B BI Dtl Broad","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetailEarthquakeCoverage","Business Income - Utility Services - Time Element Detail COL EQ","54.B BI Dtl EQ","A"
"CW","CommercialPropertyUtilityServicesTimeElementDetailSpecialCoverage","Business Income - Utility Services - Time Element Detail COL Special","54.B BI Dtl Sp","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncome","Special Class Business Income - Utility Services - Time Element","54.B SpCl BI","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetail","Special Class Business Income - Utility Services - Time Element Detail","54.B SpCl BI Dtl","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetailBasicGroupICoverage","Special Class Business Income - Utility Services - Time Element Detail COL BGI","54.B SpCl BI Dtl BGI","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetailBasicGroupIICoverage","Special Class Business Income - Utility Services - Time Element Detail COL BGII","54.B SpCl BI Dtl BGII","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetailBroadCoverage","Special Class Business Income - Utility Services - Time Element Detail COL Broad","54.B SpCl BI Dtl Broad","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetailEarthquakeCoverage","Special Class Business Income - Utility Services - Time Element Detail COL EQ","54.B SpCl BI Dtl EQ","A"
"CW","CommercialPropertyUtilityServicesTimeElementSpclClassBusnIncomeDetailSpecialCoverage","Special Class Business Income - Utility Services - Time Element Detail COL Special","54.B SpCl BI Dtl Sp","A"
"CW","CommercialPropertyVacancyChanges","Building - Vacancy Changes","38.P.2 Bldg","A"
"CW","CommercialPropertyVacancyChangesPolicy","Policy - Vacancy Changes Policy","38.P.2 Policy","A"
"CW","CommercialPropertyVacancyChangesPrsnlProp","Personal Property - Vacancy Changes","38.P.2 PrsnlProp","A"
"CW","CommercialPropertyVacancyPermit","Building - Vacancy Permit Premium","38.P.1 Bldg","A"
"CW","CommercialPropertyVacancyPermitBasicGroupICoverage","Building - Vacancy Permit Premium COL BGI","38.P.1 Bldg BGI","A"
"CW","CommercialPropertyVacancyPermitBasicGroupIICoverage","Building - Vacancy Permit Premium COL BGII","38.P.1 Bldg BGII","A"
"CW","CommercialPropertyVacancyPermitBroadCoverage","Building - Vacancy Permit Premium COL Broad","38.P.1 Bldg Broad","A"
"CW","CommercialPropertyVacancyPermitEarthquakeCoverage","Building - Vacancy Permit Premium COL EQ","38.P.1 Bldg EQ","A"
"CW","CommercialPropertyVacancyPermitMoltenMaterialCoverage","Building - Vacancy Permit Premium Molten Material","38.P.1 Bldg Molten Mat","A"
"CW","CommercialPropertyVacancyPermitPrsnlProp","Personal Property - Vacancy Permit","38.P.1 PrsnlProp","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropBasicGroupICoverage","Personal Property - Vacancy Permit COL BGI","38.P.1 PrsnlProp BGI","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropBasicGroupIICoverage","Personal Property - Vacancy Permit COL BGII","38.P.1 PrsnlProp BGII","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropBroadCoverage","Personal Property - Vacancy Permit COL Broad","38.P.1 PrsnlProp Broad","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropEarthquakeCoverage","Personal Property - Vacancy Permit COL EQ","38.P.1 PrsnlProp EQ","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropMoltenMaterialCoverage","Personal Property - Vacancy Permit Molten Material Coverage","38.P.1 PrsnlProp Molten Mat","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropRadioactiveContaminationCoverage","Personal Property - Vacancy Permit Radioactive Contamination Coverage","38.P.1 PrsnlProp Radio Cntm","A"
"CW","CommercialPropertyVacancyPermitPrsnlPropSpecialCoverage","Personal Property - Vacancy Permit COL Special","38.P.1 PrsnlProp Sp","A"
"CW","CommercialPropertyVacancyPermitRadioactiveContaminationCoverage","Building - Vacancy Permit Premium Radioactive Containment","38.P.1 Bldg Radio Cntmt","A"
"CW","CommercialPropertyVacancyPermitSpecialCoverage","Building - Vacancy Permit Premium COL Special","38.P.1 Bldg Sp","A"
"CW","CommercialPropertyValuablePapersAndRecsOTElectronicDataCoverage","Personal Property - Valuable Papers And Recs OT Electronic Data Coverage","27.A.4 PrsnlProp","A"
"CW","CommercialPropertyValueReportingForm","Personal Property - Value Reporting Form","36.A PrsnlProp","A"
"CW","CommercialPropertyValueReportingFormBasicGroupICoverage","Personal Property - Value Reporting Form COL BGI","36.A PrsnlProp BGI","A"
"CW","CommercialPropertyValueReportingFormBasicGroupIICoverage","Personal Property - Value Reporting Form COL BGII","36.A PrsnlProp BGII","A"
"CW","CommercialPropertyValueReportingFormBroadCoverage","Personal Property - Value Reporting Form COL Broad","36.A PrsnlProp Broad","A"
"CW","CommercialPropertyValueReportingFormEarthquakeCoverage","Personal Property - Value Reporting Form COL EQ","36.A PrsnlProp EQ","A"
"CW","CommercialPropertyValueReportingFormGeneralInformation","Policy - DS 04 Value Reporting General Information","36.B.3 Policy","A"
"CW","CommercialPropertyValueReportingFormSpecialCoverage","Personal Property - Value Reporting Form COL Special","36.A PrsnlProp Sp","A"
"CW","CommercialPropertyVandalismExclusion","Building - Vandalism Exclusion","74.A.2.b Bldg","A"
"CW","CommercialPropertyVandalismExclusionBusnIncome","Business Income - Vandalism Exclusion","74.A.2.b BI","A"
"CW","CommercialPropertyVandalismExclusionPrsnlProp","Personal Property - Vandalism Exclusion","74.A.2.b PrsnlProp","A"
"CW","CommercialPropertyVandalismExclusionSpclClassBusnIncome","Special Class Business Income - Vandalism Exclusion","74.A.2.b SpCl BI","A"
"CW","CommercialPropertyVandalismExclusionSpecialClass","Special Class - Vandalism Exclusion","74.A.2.b SpCl","A"
"CW","CommercialPropertyWatercraftExclusion","Building - Watercraft Exclusion CP 10 35","74.G.1.a Bldg","A"
"CW","CommercialPropertyWatercraftExclusionBusnIncome","Business Income - Watercraft Exclusion CP 10 35","74.G.1.a BI","A"
"CW","CommercialPropertyWatercraftExclusionSpclClassBusnIncome","Special Class Business Income - Watercraft Exclusion CP 10 35","74.G.1.a SpCl BI","A"
"CW","CommercialPropertyWatercraftExclusionSpecialClass","Special Class - Watercraft Exclusion CP 10 35","74.G.1.a SpCl","A"
"CW","CommercialPropertyWindstormOrHailExclusion","Building - Windstorm Or Hail Exclusion","74.A.2.a Bldg","A"
"CW","CommercialPropertyWindstormOrHailExclusionBusnIncome","Business Income - Windstorm Or Hail Exclusion","74.A.2.a BI","A"
"CW","CommercialPropertyWindstormOrHailExclusionPrsnlProp","Personal Property - Windstorm Or Hail Exclusion","74.A.2.a PrsnlProp","A"
"CW","CommercialPropertyWindstormOrHailExclusionSpclClassBusnIncome","Special Class Business Income - Windstorm Or Hail Exclusion","74.A.2.a SpCl BI","A"
"CW","CommercialPropertyWindstormOrHailExclusionSpecialClass","Special Class - Windstorm Or Hail Exclusion","74.A.2.a SpCl","A"
"CW","CommercialPropertyWindstormOrHailPercentageDeductibleForm","Building - Windstorm Or Hail Percentage Deductible CP 03 21","82.B Bldg","A"
"CW","CommercialPropertyWindstormOrHailPercentageDeductibleSpecialClass","Special Class - Windstorm Or Hail Percentage Deductible CP 03 21","82.B SpCl","A"
"CW","CommercialPropertyYourBusinessPersonalPropertySeparationOfCoverage","Personal Property - Your Business Personal Property - Separation Of Coverage CP 19 10","31.C.1.a PrsnlProp","A"
"CW","CommercialPropertyZzDisclosureOfPremiumEstimatedPremiumCertifiedActsTerrorismPursuantTerrorismAct2002","Policy - Terrorism IL 09 99","TER IL 09 99","A"
"CW","CommercialPropertyZzDisclosureOfPremiumThrough123105CertifiedActsTerrorismPursuantTerrorismAct2002","Policy - Terrorism IL 09 98","TER IL 09 98","A"
"CW","CommercialPropertyZzDisclosurePursuantToTerrorismRiskInsAct2002","Policy - Terrorism IL 09 85","TER IL 09 85","A"
