"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Class","0570","Livestock Dealers or Commission Merchants","Livestock Dealers or Commission Merchants"
"CW","Class","0570","Mercantile NOC - Sole occupant - Risks having high susceptibility personal property - Not large area (15,000 sq. ft. or less)","Mercantile NOC - Sole occupant - Risks having high susceptibility personal property - Not large area (15,000 sq. ft. or less)"
"CW","Class","0570","Motion Pictures - Film distribution or exchanges - not located at motion picture studios","Motion Pictures - Film distribution or exchanges - not located at motion picture studios"
"CW","Class","0570","Music Stores - Compact discs, DVDs, records and tapes","Music Stores - Compact discs, DVDs, records and tapes"
"CW","Class","0570","Nursery - garden - Sales outlet","Nursery - garden - Sales outlet"
"CW","Class","0570","Paint, Wallpaper or Wallcovering Stores","Paint, Wallpaper or Wallcovering Stores"
"CW","Class","0570","Painting Contractors storage","Painting Contractors storage"
"CW","Class","0570","Painting, Picture or Frame Stores","Painting, Picture or Frame Stores"
"CW","Class","0570","Paper Products Distributors - Paper decorations, papier-mache, sensitized paper, wall paper, waxed paper","Paper Products Distributors - Paper decorations, papier-mache, sensitized paper, wall paper, waxed paper"
"CW","Class","0570","Pest Control Services - Chemicals storage","Pest Control Services - Chemicals storage"
"CW","Class","0570","Pet Stores","Pet Stores"
"CW","Class","0570","Riding Academies","Riding Academies"
"CW","Class","0570","Sign Painting or Lettering - Contractors storage - paint","Sign Painting or Lettering - Contractors storage - paint"
"CW","Class","0570","Stables - Stabling insured's own horses in connection with his or her own business","Stables - Stabling insured's own horses in connection with his or her own business"
"CW","Class","0570","Straw and Straw Products - Sales and/or storage","Straw and Straw Products - Sales and/or storage"
"CW","Class","0570","Tanks - Fuel, liquid propane, gas or gasoline dealers tanks","Tanks - Fuel, liquid propane, gas or gasoline dealers tanks"
"CW","Class","0570","Tree Pruning, Dusting, Spraying, Repairing, Trimming or Fumigating - Contractors storage, primarily chemicals","Tree Pruning, Dusting, Spraying, Repairing, Trimming or Fumigating - Contractors storage, primarily chemicals"
"CW","Class","0570","Video Stores","Video Stores"
"CW","Class","0570","Wigs or Hair Pieces - Sales outlets","Wigs or Hair Pieces - Sales outlets"
"CW","Class","0580","Florists - Greenhouses","Florists - Greenhouses"
"CW","Class","0580","Greenhouses","Greenhouses"
"CW","Class","0580","Nursery - garden - Greenhouses","Nursery - garden - Greenhouses"
"CW","Class","0581","Mercantile - Multiple occupancy without class code 0564 (Furniture and Home Furnishings Other Than Appliances) occupant - Not la","Mercantile - Multiple occupancy without class code 0564 (Furniture and Home Furnishings Other Than Appliances) occupant - Not la"
"CW","Class","0582","Mercantile - Multiple occupancy with class code 0564 (Furniture and Home Furnishings Other Than Appliances) occupant - Not large","Mercantile - Multiple occupancy with class code 0564 (Furniture and Home Furnishings Other Than Appliances) occupant - Not large"
"CW","Class","0701","Governmental Subdivisions - Town halls, offices, morgues, post offices, court houses","Governmental Subdivisions - Town halls, offices, morgues, post offices, court houses"
"CW","Class","0701","Health Care Facilities - Government clinics, dispensaries or infirmaries treating outpatients only - no regular bed and board fa","Health Care Facilities - Government clinics, dispensaries or infirmaries treating outpatients only - no regular bed and board fa"
"CW","Class","0701","Home Health Care Services - Governmental","Home Health Care Services - Governmental"
"CW","Class","0701","Offices - Governmental","Offices - Governmental"
"CW","Class","0702","Airport Control Towers - not operated exclusively by the Federal Aviation Administration","Airport Control Towers - not operated exclusively by the Federal Aviation Administration"
"CW","Class","0702","Health Care Facilities - Non-government clinics, dispensaries or infirmaries treating outpatients only - no regular bed and boar","Health Care Facilities - Non-government clinics, dispensaries or infirmaries treating outpatients only - no regular bed and boar"
"CW","Class","0702","Home Health Care Services - Non-governmental","Home Health Care Services - Non-governmental"
"CW","Class","0702","Interior Decorators","Interior Decorators"
"CW","Class","0702","Model Homes - used as office","Model Homes - used as office"
"CW","Class","0702","Offices - Non-Governmental","Offices - Non-Governmental"
"CW","Class","0742","Hotels and Motels - with restaurant - Up to 10 Units","Hotels and Motels - with restaurant - Up to 10 Units"
"CW","Class","0743","Hotels and Motels - with restaurant - 11 to 30 Units","Hotels and Motels - with restaurant - 11 to 30 Units"
"CW","Class","0744","Hotels and Motels - with restaurant - Over 30 Units","Hotels and Motels - with restaurant - Over 30 Units"
"CW","Class","0745","Hotels and Motels - without restaurant - Up to 10 Units","Hotels and Motels - without restaurant - Up to 10 Units"
"CW","Class","0746","Hotels and Motels - without restaurant - 11 to 30 units","Hotels and Motels - without restaurant - 11 to 30 units"
"CW","Class","0747","Hotels and Motels - without restaurant - Over 30 units","Hotels and Motels - without restaurant - Over 30 units"
"CW","Class","0755","Clubs - Sports clubs, with cooking; country clubs with cooking","Clubs - Sports clubs, with cooking; country clubs with cooking"
"CW","Class","0756","Clubs - Sports clubs, without cooking; country clubs without cooking","Clubs - Sports clubs, without cooking; country clubs without cooking"
"CW","Class","0757","Clubs - NOC, including fraternal and union halls","Clubs - NOC, including fraternal and union halls"
"CW","Class","0831","Motion Pictures - Production - studios or outside - all operations prior to the development of negatives","Motion Pictures - Production - studios or outside - all operations prior to the development of negatives"
"CW","Class","0832","Radio or TV Broadcasting Stations with stage or with scenery storage","Radio or TV Broadcasting Stations with stage or with scenery storage"
"CW","Class","0832","Recording Studios","Recording Studios"
"CW","Class","0832","Theaters - Other than drive-in","Theaters - Other than drive-in"
"CW","Class","0833","Theaters - Drive-in","Theaters - Drive-in"
"CW","Class","0834","Skating Rinks - Roller","Skating Rinks - Roller"
"CW","Class","0841","Bowling Lanes","Bowling Lanes"
"CW","Class","0843","Auditoriums and Halls","Auditoriums and Halls"
"CW","Class","0843","Exhibition or Convention Buildings","Exhibition or Convention Buildings"
"CW","Class","0843","Gymnasiums - commercial","Gymnasiums - commercial"
"CW","Class","0844","Amusement Centers","Amusement Centers"
"CW","Class","0844","Amusement Parks - enclosed buildings used for recreational purposes","Amusement Parks - enclosed buildings used for recreational purposes"
"CW","Class","0844","Archery Ranges - indoor","Archery Ranges - indoor"
"CW","Class","0844","Arenas - Sports","Arenas - Sports"
"CW","Class","0844","Bathhouses or Bathing Pavilions","Bathhouses or Bathing Pavilions"
"CW","Class","0844","Billiard or Pool Halls","Billiard or Pool Halls"
"CW","Class","0844","Campgrounds - Recreational Vehicle Parks - Recreational facilities","Campgrounds - Recreational Vehicle Parks - Recreational facilities"
"CW","Class","0844","Caves - tourist attraction","Caves - tourist attraction"
"CW","Class","0844","Children's Playcenters - indoor - Without cooking facilities","Children's Playcenters - indoor - Without cooking facilities"
"CW","Class","0844","Community Recreational Facilities - not operated by governmental agency","Community Recreational Facilities - not operated by governmental agency"
"CW","Class","0844","Fairgrounds - buildings other than restaurants","Fairgrounds - buildings other than restaurants"
"CW","Class","0844","Golf Courses - miniature","Golf Courses - miniature"
"CW","Class","0844","Grandstands or Bleachers - In buildings","Grandstands or Bleachers - In buildings"
"CW","Class","0844","Health or Exercise Clubs or Facilities","Health or Exercise Clubs or Facilities"
"CW","Class","0844","Parks or Playgrounds - enclosed buildings used for recreational purposes","Parks or Playgrounds - enclosed buildings used for recreational purposes"
"CW","Class","0844","Picnic Grounds - commercially operated","Picnic Grounds - commercially operated"
"CW","Class","0844","Race Tracks","Race Tracks"
"CW","Class","0844","Racquet Sports and Handball Facilities - commercially operated","Racquet Sports and Handball Facilities - commercially operated"
"CW","Class","0844","Recreational Facilities - NOC","Recreational Facilities - NOC"
"CW","Class","0844","Rifle or Pistol Ranges","Rifle or Pistol Ranges"
"CW","Class","0844","Saunas and Baths - public","Saunas and Baths - public"
"CW","Class","0844","Skating Rinks - Ice","Skating Rinks - Ice"
"CW","Class","0844","Skeet Shooting or Trap Shooting Ranges","Skeet Shooting or Trap Shooting Ranges"
"CW","Class","0844","Spas or Personal Enhancement Facilities","Spas or Personal Enhancement Facilities"
"CW","Class","0844","Stadiums","Stadiums"
"CW","Class","0844","Sun Tanning Salons","Sun Tanning Salons"
"CW","Class","0844","Swim Clubs","Swim Clubs"
"CW","Class","0844","Swimming Pools - Indoor","Swimming Pools - Indoor"
"CW","Class","0844","YMCA, YWCA, Youth Recreation Programs or Similar Institutions","YMCA, YWCA, Youth Recreation Programs or Similar Institutions"
"CW","Class","0844","Zoos","Zoos"
"CW","Class","0845","Campgrounds - girl scout, boy scout, church and YMCA camps, etc.","Campgrounds - girl scout, boy scout, church and YMCA camps, etc."
"CW","Class","0846","Dance Halls, Ballrooms or Discotheques - no cooking","Dance Halls, Ballrooms or Discotheques - no cooking"
"CW","Class","0851","Blood Banks","Blood Banks"
"CW","Class","0851","Health Care Facilities - Hospitals","Health Care Facilities - Hospitals"
"CW","Class","0852","Health Care Facilities - Homes for the aged and homes for the physically handicapped or orphaned","Health Care Facilities - Homes for the aged and homes for the physically handicapped or orphaned"
"CW","Class","0852","Health Care Facilities - Inpatient alcohol and drug treatment; convalescent or nursing homes (not mental or psychopathic institu","Health Care Facilities - Inpatient alcohol and drug treatment; convalescent or nursing homes (not mental or psychopathic institu"
