"StateCode","CauseOfLossBusnIncome","TypeOfRisk","EQCovIndicatorBusnIncome","AgreedValueBusnIncome","ExtendedPeriodApplies","DisplayValue","DataValue"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","60%","60%"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","70%","70%"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","80%","80%"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","90%","90%"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","100%","100%"
"CW","Special","Combined Manufacturing and Rental Operations","No Coverage","Yes","No","125%","125%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","50%","50%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","60%","60%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","70%","70%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","80%","80%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","90%","90%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","100%","100%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","No","No","125%","125%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Not Applicable","No","No Coinsurance","No Coinsurance"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","50%","50%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","60%","60%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","70%","70%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","80%","80%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","90%","90%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","100%","100%"
"CW","Special","Combined Mercantile and Rental Operations","No Coverage","Yes","No","125%","125%"
"CW","Special","Educational Institutions","No Coverage","No","No","50%","50%"
"CW","Special","Educational Institutions","No Coverage","No","No","60%","60%"
"CW","Special","Educational Institutions","No Coverage","No","No","70%","70%"
"CW","Special","Educational Institutions","No Coverage","No","No","80%","80%"
"CW","Special","Educational Institutions","No Coverage","No","No","90%","90%"
"CW","Special","Educational Institutions","No Coverage","No","No","100%","100%"
"CW","Special","Educational Institutions","No Coverage","No","No","125%","125%"
"CW","Special","Educational Institutions","No Coverage","Not Applicable","No","No Coinsurance","No Coinsurance"
"CW","Special","Educational Institutions","No Coverage","Yes","No","50%","50%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","60%","60%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","70%","70%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","80%","80%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","90%","90%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","100%","100%"
"CW","Special","Educational Institutions","No Coverage","Yes","No","125%","125%"
"CW","Special","Manufacturing","No Coverage","No","No","50%","50%"
"CW","Special","Manufacturing","No Coverage","No","No","60%","60%"
"CW","Special","Manufacturing","No Coverage","No","No","70%","70%"
"CW","Special","Manufacturing","No Coverage","No","No","80%","80%"
"CW","Special","Manufacturing","No Coverage","No","No","90%","90%"
"CW","Special","Manufacturing","No Coverage","No","No","100%","100%"
"CW","Special","Manufacturing","No Coverage","No","No","125%","125%"
"CW","Special","Manufacturing","No Coverage","Not Applicable","No","No Coinsurance","No Coinsurance"
"CW","Special","Manufacturing","No Coverage","Yes","No","50%","50%"
"CW","Special","Manufacturing","No Coverage","Yes","No","60%","60%"
"CW","Special","Manufacturing","No Coverage","Yes","No","70%","70%"
"CW","Special","Manufacturing","No Coverage","Yes","No","80%","80%"
"CW","Special","Manufacturing","No Coverage","Yes","No","90%","90%"
"CW","Special","Manufacturing","No Coverage","Yes","No","100%","100%"
"CW","Special","Manufacturing","No Coverage","Yes","No","125%","125%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","50%","50%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","60%","60%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","70%","70%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","80%","80%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","90%","90%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","100%","100%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","No","No","125%","125%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Not Applicable","No","No Coinsurance","No Coinsurance"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","50%","50%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","60%","60%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","70%","70%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","80%","80%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","90%","90%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","100%","100%"
"CW","Special","Mercantile and Non-manufacturing","No Coverage","Yes","No","125%","125%"
"CW","Special","Mining","No Coverage","No","No","50%","50%"
"CW","Special","Mining","No Coverage","No","No","60%","60%"
"CW","Special","Mining","No Coverage","No","No","70%","70%"
"CW","Special","Mining","No Coverage","No","No","80%","80%"
"CW","Special","Mining","No Coverage","No","No","90%","90%"
"CW","Special","Mining","No Coverage","No","No","100%","100%"
"CW","Special","Mining","No Coverage","No","No","125%","125%"
"CW","Special","Mining","No Coverage","Yes","No","50%","50%"
"CW","Special","Mining","No Coverage","Yes","No","60%","60%"
"CW","Special","Mining","No Coverage","Yes","No","70%","70%"
"CW","Special","Mining","No Coverage","Yes","No","80%","80%"
"CW","Special","Mining","No Coverage","Yes","No","90%","90%"
"CW","Special","Mining","No Coverage","Yes","No","100%","100%"
"CW","Special","Mining","No Coverage","Yes","No","125%","125%"
"CW","Special","Not Applicable","No Coverage","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Special","Rental Properties","No Coverage","No","No","50%","50%"
"CW","Special","Rental Properties","No Coverage","No","No","60%","60%"
"CW","Special","Rental Properties","No Coverage","No","No","70%","70%"
"CW","Special","Rental Properties","No Coverage","No","No","80%","80%"
"CW","Special","Rental Properties","No Coverage","No","No","90%","90%"
"CW","Special","Rental Properties","No Coverage","No","No","100%","100%"
"CW","Special","Rental Properties","No Coverage","No","No","125%","125%"
"CW","Special","Rental Properties","No Coverage","Not Applicable","No","No Coinsurance","No Coinsurance"
"CW","Special","Rental Properties","No Coverage","Yes","No","50%","50%"
"CW","Special","Rental Properties","No Coverage","Yes","No","60%","60%"
"CW","Special","Rental Properties","No Coverage","Yes","No","70%","70%"
"CW","Special","Rental Properties","No Coverage","Yes","No","80%","80%"
"CW","Special","Rental Properties","No Coverage","Yes","No","90%","90%"
"CW","Special","Rental Properties","No Coverage","Yes","No","100%","100%"
"CW","Special","Rental Properties","No Coverage","Yes","No","125%","125%"
"CW","Special","Seasonal Leases with Monthly Limit","No Coverage","No","No","100%","100%"
"CW","Special","Seasonal Leases with Monthly Limit","No Coverage","Not Applicable","No","100%","100%"
"CW","Special","Seasonal Leases with Monthly Limit","No Coverage","Yes","No","100%","100%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","50%","50%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","60%","60%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","70%","70%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","80%","80%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","90%","90%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","100%","100%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","No","No","125%","125%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Combined Educational Institutes and Rental Operations","Yes, Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","50%","50%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","60%","60%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","70%","70%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","80%","80%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","90%","90%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","100%","100%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","No","No","125%","125%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Combined Manufacturing and Mercantile Operations","Yes, Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","50%","50%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","60%","60%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","70%","70%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","80%","80%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","90%","90%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","100%","100%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","No","No","125%","125%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","50%","50%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","60%","60%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","70%","70%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","80%","80%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","90%","90%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","100%","100%"
"CW","Basic","Combined Manufacturing and Rental Operations","Yes, Included in Blanket","Yes","No","125%","125%"
"CW","Basic","Combined Mercantile and Rental Operations","Yes, Included in Blanket","No","No","No Coinsurance","No Coinsurance"
"CW","Basic","Combined Mercantile and Rental Operations","Yes, Included in Blanket","No","No","50%","50%"
"CW","Basic","Combined Mercantile and Rental Operations","Yes, Included in Blanket","No","No","60%","60%"
"CW","Basic","Combined Mercantile and Rental Operations","Yes, Included in Blanket","No","No","70%","70%"
